name,brewery_type,address,state,phone,website_url,country,region,division
No Boat Brewing Company,micro,35214 SE Center St # 2 Snoqualmie Washington 98065-9279,Washington,2063995626,http://www.noboatbrewing.com,United States,West,Pacific
No Clue Craft Brewery,micro,9037 Arrow Rte Ste 170 Rancho Cucamonga California 91730-4433,California,9099892394,http://www.nocluebrew.com,United States,West,Pacific
Noble Beast Brewing Co.,brewpub,1470 Lakeside Ave E Cleveland Ohio 44114-1137,Ohio,7175859216,http://noblebeastbeer.com,United States,Midwest,East North Central
Noble Creature Cask House,brewpub,126 E Rayen Ave Youngstown Ohio 44503-1619,Ohio,2347191827,http://www.noblecreaturebeer.com,United States,Midwest,East North Central
Noble Order Brewing Company,brewpub,3407 National Rd W Richmond Indiana 47374-4416,Indiana,7659659463,http://www.nobleorderbrewing.com,United States,Midwest,East North Central
Noble Rey Brewing Company,micro,2636 Farrington St Dallas Texas 75207-5908,Texas,9726777612,http://www.noblereybrewing.com,United States,South,West South Central
Noble Roots Brewing,micro,2790 University Ave Green Bay Wisconsin 54311-5856,Wisconsin,Not Available,Not Available,United States,Midwest,East North Central
Nocterra Brewing Co,micro,41 Depot St Powell Ohio 43065,Ohio,614-896-8000,https://nocterrabrewing.com/,United States,Midwest,East North Central
Nod Hill Brewery,micro,137 Ethan Allen Hwy Ridgefield Connecticut 06877-6238,Connecticut,2036171191,http://www.nodhillbrewery.com,United States,Northeast,New England
NoDa Brewing Co - NE,regional,2921 N Tryon St Charlotte North Carolina 28206-2762,North Carolina,7044511394,http://www.nodabrewing.com,United States,South,South Atlantic
NoDa Brewing Co - OG,micro,2229 N Davidson St Charlotte North Carolina 28205-1829,North Carolina,7044511394,Not Available,United States,South,South Atlantic
Nomadic Beerworks,micro,3804 Woodbury Dr Suita A Austin Texas 78704,Texas,Not Available,http://www.nomadicbeerworks.com,United States,South,West South Central
Norfork Brewing Company,micro,1237 River Ridge Rd Norfork Arkansas 72658-9630,Arkansas,9187066082,http://www.nfbrew.com,United States,South,West South Central
Norris English Pub,brewpub,202 E Seminary St Liberty Indiana 47353-1206,Indiana,7652232337,http://www.norrisenglishpub.com,United States,Midwest,East North Central
Norsemen Brewing Co.,micro,830 N Kansas Ave Topeka Kansas 66608-1211,Kansas,7856085065,http://www.norsemenbrewingco.com,United States,Midwest,West North Central
North American Breweries,regional,445 Saint Paul St Rochester New York 14605-1726,New York,5855461030,Not Available,United States,Northeast,Middle Atlantic
North Brewery,micro,110 Washington Ave Endicott New York 13760-5307,New York,6077850524,http://www.northbrewery.com,United States,Northeast,Middle Atlantic
North Center Brewing Co.,brewpub,410 N Center St Northville Michigan 48167-1224,Michigan,2484447967,http://www.northcenterbrewing.com,United States,Midwest,East North Central
North Channel Brewing Co.,brewpub,86 Washington St Manistee Michigan 49660-1231,Michigan,2312991020,http://www.NorthChannelBrewing.com,United States,Midwest,East North Central
North Coast Brewing Co Inc.,regional,455 N Main St Fort Bragg California 95437-3215,California,7079642739,http://www.northcoastbrewing.com,United States,West,Pacific
North Country Brewing Co. LLC,micro,141 S Main St Slippery Rock Pennsylvania 16057-1246,Pennsylvania,7247942337,http://www.northcountrybrewing.com,United States,Northeast,Middle Atlantic
North End Tavern & Brewery,brewpub,3500 Emerson Ave Parkersburg West Virginia 26104-1806,West Virginia,3044285854,http://www.netbrewery.com,United States,South,South Atlantic
North Fork Brewing Co,brewpub,6186 Mt Baker Hwy Deming Washington 98244-9501,Washington,3605992337,http://www.northforkbrewery.com,United States,West,Pacific
North Haven Brewing Company,micro,2 Iron Point Rd # 2 North Haven Maine 4853,Maine,2078672337,http://www.northhavenbrewing.com,United States,Northeast,New England
North High Brewing,micro,1125 Cleveland Ave Columbus Ohio 43201-2900,Ohio,6142263244,http://www.northhighbrewing.com,United States,Midwest,East North Central
North Idaho Mountain Brew / City Limits Pub,brewpub,108 Nine Mile Rd Wallace Idaho 83873-5021,Idaho,2085561885,https://citylimitspubandgrill.com,United States,West,Mountain
North Jetty Brewing,micro,4200 Pacific Way Seaview Washington 98644-4212,Washington,3606424234,http://www.northjettybrewing.com,United States,West,Pacific
North Mountain Brewing Co,brewpub,522 E Dunlap Ave Phoenix Arizona 85020-2916,Arizona,6028615999,http://www.northmountainbrewing.com,United States,West,Mountain
North Park Beer Co.,micro,3038 University Ave San Diego California 92104-3002,California,6192552946,http://www.northparkbeerco.com,United States,West,Pacific
North Peak Brewing Co,brewpub,400 W Front St Traverse City Michigan 49684-2800,Michigan,2319417325,http://www.northpeak.net,United States,Midwest,East North Central
North Pier Brewing,micro,670 N Shore Dr Benton Harbor Michigan 49022-3646,Michigan,2697577163,http://www.northpierbrewing.com,United States,Midwest,East North Central
Northampton Brewery,brewpub,11 Brewster Ct Northampton Massachusetts 01060-3801,Massachusetts,4135849903,http://www.northamptonbrewery.com,United States,Northeast,New England
Northbound Smokehouse Brewpub,brewpub,2716 E 38th St Minneapolis Minnesota 55406-3004,Minnesota,6122081450,http://www.smokehousebrewpub.com,United States,Midwest,West North Central
Northern Ales,brewpub,325 W 3rd Ave Kettle Falls Washington 99141-0993,Washington,Not Available,http://northernales.com,United States,West,Pacific
Northern Maine Brewing Co,brewpub,22 Main St Caribou Maine 04736-4163,Maine,2074922185,Not Available,United States,Northeast,New England
Northern Oak Brewery,brewpub,806 N Saginaw St Holly Michigan 48442-1347,Michigan,2486347515,http://www.northernoakbrewery.com,United States,Midwest,East North Central
Northern Pine Brewing,micro,326 N Horne St Oceanside California 92054-2810,California,7607541434,http://www.northernpinebrewing.com,United States,West,Pacific
Northern Row Brewery & Distillery,micro,111 W McMicken Ave Cincinnati Ohio 45202-4915,Ohio,5136736689,http://www.northernrow.com,United States,Midwest,East North Central
"Northshire Brewery, Inc",micro,108 County St Bennington Vermont 05201-1807,Vermont,8026810201,http://www.northshirebrewery.com,United States,Northeast,New England
Northwest Brewing Company,contract,1091 Valentine Ave SE Pacific Washington 98047-2127,Washington,2539875680,http://www.nwbrewingcompany.com,United States,West,Pacific
Northwest Peaks Brewery,micro,5718 Rainier Ave S Seattle Washington 98118-2704,Washington,2067252337,http://www.nwpeaksbrewery.com,United States,West,Pacific
Northwood Public House & Brewery,brewpub,1401 SE Rasmussen Blvd Battle Ground Washington 98604-8620,Washington,3607230937,http://www.northwoodpublichouse.com,United States,West,Pacific
Northwoods Brewpub and Grill,brewpub,50918 West Street Osseo Wisconsin 54758,Wisconsin,7155520510,http://www.northwoodsbrewpub.com,United States,Midwest,East North Central
Nortons Brewing Co.,brewpub,125 N Saint Francis St Wichita Kansas 67202-2607,Kansas,3166446067,http://www.nortonsbrewing.com,United States,Midwest,West North Central
Norway Brewing Company,brewpub,237 Main St Norway Maine 04268-5913,Maine,2077392126,http://www.norwaybrewing.com,United States,Northeast,New England
Notch Brewing,micro,283R Derby St Salem Massachusetts 01970-,Massachusetts,9782389060,http://www.notchbrewing.com,United States,Northeast,New England
Nothing's Left Brewing Co.,contract,1502 E 6th St Tulsa Oklahoma 74120-4026,Oklahoma,9186061902,http://www.nothingsleftbrew.co,United States,South,West South Central
Novel Brewing Company,micro,6510 San Pablo Ave Oakland California 94608-1236,California,5109229974,http://novelbrewing.com,United States,West,Pacific
Novel Strand Brewing,micro,305 W 1st Ave Denver Colorado 80223-1509,Colorado,5189613217,Not Available,United States,West,Mountain
Novo Brazil Brewing Company,micro,901 Lane Ave # 100 Chula Vista California 91914-3501,California,6198694274,http://www.novobrazilbrewing.com,United States,West,Pacific
Numbers Brewing Company,brewpub,127 N Beaver St Lisbon Ohio 44432-1121,Ohio,3308705305,Not Available,United States,Midwest,East North Central
Nutmeg Brewhouse,brewpub,1905 County Road 42 W Burnsville Minnesota 55306-6211,Minnesota,9528921438,http://www.nutmegbrewhouse.com,United States,Midwest,West North Central
O'Connor Brewing Co,micro,211 W 24th St Norfolk Virginia 23517-1303,Virginia,7576520059,http://www.oconnorbrewing.com,United States,South,South Atlantic
O'Fallon Brewery,micro,45 Progress Pkwy Maryland Heights Missouri 63043-3701,Missouri,6364742337,http://www.ofallonbrewery.com,United States,Midwest,West North Central
O'Griffs Grill & Brewhouse,brewpub,415 Hampshire St Quincy Illinois 62301-2931,Illinois,2172242002,Not Available,United States,Midwest,East North Central
O.H.S.O. Brewery - Gilbert,brewpub,335 N Gilbert Rd Gilbert Arizona 85234-5766,Arizona,6029009004,Not Available,United States,West,Mountain
O.H.S.O. Eatery + NanoBrewery,brewpub,4900 E Indian School Rd Phoenix Arizona 85018-5554,Arizona,6029550358,http://www.ohsobrewery.com,United States,West,Mountain
O'Meara Bros. Brewing Company,brewpub,901 Bevins St Lakeport California 95453-8778,California,7072621234,http://www.omearabros.com,United States,West,Pacific
O'so Brewing,micro,3028 Village Park Dr Plover Wisconsin 54467-4300,Wisconsin,7152542163,http://www.osobrewing.com,United States,Midwest,East North Central
Oak Grove Brewing Company,planning,Not Available Glendale California 91208-1836,California,8183199577,http://Www.oakgrovebrewingcompany.com,United States,West,Pacific
Oak & Iron Brewing Co,brewpub,18 Red Spring Rd Andover Massachusetts 01810-3448,Massachusetts,9784754077,http://www.oakandironbrewing.com,United States,Northeast,New England
Oak Park Brewing Co,brewpub,3514 Broadway Sacramento California 95817-2825,California,9166602723,http://www.opbrewco.com,United States,West,Pacific
Oak Park Brewing Company,brewpub,155 S Oak Park Ave Oak Park Illinois 60302-2901,Illinois,8475425523,http://www.oakparkbeer.com,United States,Midwest,East North Central
Oakbrook Brewing Company,brewpub,628 Park Ave Reading Pennsylvania 19611-1926,Pennsylvania,4847555289,http://www.oakbrookbrew.com,United States,Northeast,Middle Atlantic
Oakshire Brewing,micro,1055 Madera St Eugene Oregon 97402-2019,Oregon,5416884555,http://www.oakbrew.com,United States,West,Pacific
Oasis Texas Brewing Company,micro,6548 Comanche Trl Ste 301 Austin Texas 78732-1210,Texas,5122849407,http://www.otxbc.com,United States,South,West South Central
Obec Brewing,micro,1144 NW 52nd St Seattle Washington 98107-5129,Washington,2066590082,http://www.obecbrewing.com,United States,West,Pacific
Obed & Isaac's Microbrewery and Eatery - Peoria,brewpub,321 NE Madison Ave Peoria Illinois 61603,Illinois,3093060190,Not Available,United States,Midwest,East North Central
Obed & Isaac's,micro,500 S 6th St Springfield Illinois 62701-1810,Illinois,2176700627,http://www.connhospitalitygroup.com,United States,Midwest,East North Central
"Ober Brewing, LLC.",micro,1443 Lakeside Cir Salem Virginia 24153-4144,Virginia,5403925418,http://www.oberbrewing.com,United States,South,South Atlantic
Occidental Brewing,micro,6635 N Baltimore Ave Ste 100 Portland Oregon 97203-5465,Oregon,5037197102,http://www.occidentalbrewing.com,United States,West,Pacific
Occidental Brewing,brewpub,865 S Rock Blvd Sparks Nevada 89431,Nevada,7753984200,Not Available,United States,West,Mountain
Ocean Beach Brewery,brewpub,5041 Newport Ave San Diego California 92107-3009,California,6199558053,Not Available,United States,West,Pacific
Ocean City Brewing Company,brewpub,5509 Coastal Hwy Ocean City Maryland 21842-3144,Maryland,4436646842,http://www.ocbrewingcompany.com,United States,South,South Atlantic
Ocean Sun Brewing,micro,3030 Curry Ford Road Orlando Florida 32806-3376,Florida,4077455551,Not Available,United States,South,South Atlantic
Oceanside Brewing Company,micro,312 Via Del Norte Oceanside California 92058-1232,California,7604537900,http://www.oceansidebrewingco.com,United States,West,Pacific
Ochoco Brewing Co,micro,380 N Main St Prineville Oregon 97754-1852,Oregon,5412330883,http://www.ochocobrewing.com,United States,West,Pacific
Ocmulgee Brewpub,brewpub,484 2nd St Macon Georgia 31201-2734,Georgia,4782542848,http://www.ocmulgeebrewpub.com,United States,South,South Atlantic
Octopi Brewing / Untitled Art,micro,1131 Uniek Dr Waunakee Wisconsin 53597-8947,Wisconsin,6086204705,http://www.octopibrewing.com,United States,Midwest,East North Central
Oda Restaurant,brewpub,1500 Owens St San Francisco California 94158-2334,California,4155589450,http://www.barodasf.com,United States,West,Pacific
Odd Breed Wild Ales,micro,50 NE 1st St Pompano Beach Florida 33060-6602,Florida,8646506210,http://www.oddbreed.com,United States,South,South Atlantic
Odd Man Rush,micro,10930 Mausel St Ste A1 Eagle River Alaska 99577-8095,Alaska,9076962337,http://www.oddmanrushbrewing.com,United States,West,Pacific
Odd Otter Brewing Company,micro,716 Pacific Ave Tacoma Washington 98402-5208,Washington,2532794871,http://www.oddotterbrewing.com,United States,West,Pacific
Odd Side Ales Production Facility,micro,1810 Industrial Dr Grand Haven Michigan 49417-8930,Michigan,Not Available,Not Available,United States,Midwest,East North Central
Odd13 Brewing Inc,micro,301 E Simpson St Lafayette Colorado 80026-2325,Colorado,3039974164,http://www.odd13brewing.com,United States,West,Mountain
Oddball Brewing,micro,6 Glass St Suncook New Hampshire 03275-1512,New Hampshire,6032105654,http://www.oddballbrewingnh.com,United States,Northeast,New England
Odell Brewing Co - Denver,micro,2945 Larimer St Denver Colorado 80205-2308,Colorado,Not Available,Not Available,United States,West,Mountain
Odell Brewing Co,regional,800 E Lincoln Ave Fort Collins Colorado 80524-2507,Colorado,9704989070,http://www.odellbrewing.com,United States,West,Mountain
Odin Brewing Co,brewpub,402 Baker Blvd Tukwila Washington 98188-2905,Washington,2062432363,http://www.odinbrewing.com,United States,West,Pacific
Off Camber Brewing,micro,6506 114th Avenue Ct E Puyallup Washington 98372-2811,Washington,2533128796,http://www.facebook.com/OffCamberBrew/,United States,West,Pacific
Off Color Brewing,micro,3925 W Dickens Ave Chicago Illinois 60647-3453,Illinois,Not Available,http://www.offcolorbrewing.com,United States,Midwest,East North Central
Off-Kilter Brewing,micro,15810 Carbrey Ave South Beloit Illinois 61080,Illinois,Not Available,http://www.OffKilterBrewing.com,United States,Midwest,East North Central
Off Square Brewing,brewpub,11000 Delaware Pkwy Crown Point Indiana 46307-7895,Indiana,2193108898,http://www.offsquarebrewing.com,United States,Midwest,East North Central
Off Track Brewing Company,micro,227 Stark Street Cincinnati Ohio 45214,Ohio,5136044527,http://www.OffTrackBrewingCompany.com,United States,Midwest,East North Central
